ev_tipi,oda_sayisi,buyukluk,bina_yasi,kat,il,semt,fiyat
Daire,2 + 1,75.0,30.0,En Üst Kat,Istanbul,Beyoğlu,13000.0
Daire,1 + 1,88.0,0.0,21 ve üzeri,Istanbul,Esenyurt,7000.0
Daire,2 + 1,70.0,11.0,Giriş Katı,Istanbul,Şişli,10000.0
Daire,1 + 1,85.0,10.0,9. Kat,Istanbul,Sarıyer,23000.0
Daire,1 + 1,78.0,8.0,Ara Kat,Istanbul,Esenyurt,8500.0
Daire,2 + 1,90.0,30.0,5. Kat,Istanbul,Şişli,11000.0
Villa,5 + 1,385.0,16.0,,Istanbul,Üsküdar,75000.0
Daire,2 + 1,90.0,25.0,2. Kat,Istanbul,Şişli,15000.0
Daire,Stüdyo,47.0,4.0,20. Kat,Istanbul,Ataşehir,17990.0
Daire,3 + 1,140.0,30.0,3. Kat,Istanbul,Sarıyer,18000.0
Residence,1 + 1,90.0,2.0,21 ve üzeri,Istanbul,Şişli,32000.0
Residence,2 + 1,195.0,4.0,14. Kat,Istanbul,Beşiktaş,125000.0
Residence,1 + 1,85.0,3.0,3. Kat,Istanbul,Şişli,20000.0
Daire,2 + 1,95.0,22.0,Ara Kat,Istanbul,Küçükçekmece,9500.0
Daire,1 + 1,75.0,2.0,10. Kat,Istanbul,Kağıthane,20000.0
Daire,2 + 1,85.0,21.0,4. Kat,Istanbul,Küçükçekmece,2500.0
Villa,4 + 1,400.0,30.0,,Istanbul,Sarıyer,80000.0
Daire,1 + 1,75.0,15.0,Bahçe Katı,Istanbul,Bayrampaşa,5500.0
Daire,Stüdyo,25.0,31.0,2. Kat,Istanbul,Üsküdar,2500.0
Daire,4 + 1,120.0,30.0,4. Kat,Istanbul,Şişli,20000.0
Daire,2 + 1,100.0,8.0,Ara Kat,Istanbul,Eyüpsultan,19250.0
Residence,2 + 1,168.0,9.0,21 ve üzeri,Istanbul,Şişli,80000.0
Daire,3 + 1,297.0,1.0,13. Kat,Istanbul,Kağıthane,50000.0
Daire,3 + 1,130.0,32.0,1. Kat,Istanbul,Beşiktaş,50000.0
Daire,3 + 1,110.0,30.0,2. Kat,Istanbul,Adalar,23000.0
Daire,2 + 1,80.0,15.0,Bahçe Katı,Istanbul,Şile,15000.0
Daire,3 + 1,170.0,10.0,Ara Kat,Istanbul,Sarıyer,55000.0
Daire,3 + 1,180.0,20.0,Ara Kat,Istanbul,Bakırköy,35000.0
Daire,1 + 1,110.0,10.0,2. Kat,Istanbul,Bakırköy,30000.0
Daire,2 + 1,75.0,65.0,2. Kat,Istanbul,Beyoğlu,35000.0
Residence,3 + 1,145.0,11.0,8. Kat,Istanbul,Esenyurt,7500.0
Daire,2 + 1,100.0,11.0,3. Kat,Istanbul,Silivri,8000.0
Daire,1 + 1,80.0,3.0,Ara Kat,Istanbul,Esenyurt,5000.0
Daire,2 + 1,100.0,16.0,1. Kat,Istanbul,Bakırköy,24000.0
Daire,1 + 1,70.0,1.0,Ara Kat,Istanbul,Kağıthane,20000.0
Daire,3 + 1,130.0,40.0,Ara Kat,Istanbul,Beşiktaş,15000.0
Villa,6 + 2,550.0,11.0,,Istanbul,Beykoz,170000.0
Daire,3 + 1,132.0,37.0,2. Kat,Istanbul,Beşiktaş,30000.0
Daire,1 + 1,60.0,2.0,Bahçe Katı,Istanbul,Eyüpsultan,4250000.0
Daire,1 + 1,70.0,31.0,Bahçe Katı,Istanbul,Beykoz,10000.0
Daire,1 + 1,70.0,0.0,2. Kat,Istanbul,Şişli,15000.0
Daire,4 + 1,200.0,27.0,6. Kat,Istanbul,Ümraniye,12000.0
Daire,1 + 1,66.0,5.0,13. Kat,Istanbul,Bayrampaşa,17000.0
Daire,1 + 1,80.0,30.0,5. Kat,Istanbul,Zeytinburnu,25000.0
Daire,4 + 1,300.0,23.0,Bahçe Katı,Istanbul,Beşiktaş,120000.0
Daire,4 + 1,165.0,35.0,1. Kat,Istanbul,Beyoğlu,40000.0
Residence,1 + 1,65.0,4.0,16. Kat,Istanbul,Kağıthane,23000.0
Daire,1 + 1,55.0,20.0,4. Kat,Istanbul,Bakırköy,13000.0
Daire,1 + 1,65.0,5.0,Giriş Katı,Istanbul,Başakşehir,11000.0
Daire,3 + 1,180.0,15.0,2. Kat,Istanbul,Beykoz,20000.0
Daire,4 + 1,300.0,10.0,Yüksek Giriş,Istanbul,Bağcılar,1250.0
Daire,2 + 1,72.0,7.0,3. Kat,Istanbul,Büyükçekmece,11500.0
Daire,3 + 1,110.0,25.0,Yüksek Giriş,Istanbul,Beykoz,9000.0
Daire,3 + 1,150.0,20.0,4. Kat,Istanbul,Beylikdüzü,8500.0
Daire,1 + 1,81.0,5.0,10. Kat,Istanbul,Sarıyer,25000.0
Residence,1 + 1,89.0,4.0,9. Kat,Istanbul,Şişli,38000.0
Daire,1 + 1,80.0,8.0,1. Kat,Istanbul,Beşiktaş,25000.0
Daire,1 + 1,65.0,1.0,5. Kat,Istanbul,Kağıthane,20000.0
Residence,1 + 1,115.0,2.0,21 ve üzeri,Istanbul,Şişli,40000.0
Daire,1 + 1,85.0,25.0,1. Kat,Istanbul,Büyükçekmece,9500.0
Daire,2 + 1,100.0,26.0,5. Kat,Istanbul,Fatih,10000.0
Daire,1 + 1,94.0,4.0,6. Kat,Istanbul,Sarıyer,19999.0
Daire,1 + 1,70.0,30.0,1. Kat,Istanbul,Bakırköy,15000.0
Daire,1 + 1,100.0,0.0,6. Kat,Istanbul,Tuzla,21000.0
Daire,2 + 1,100.0,5.0,18. Kat,Istanbul,Küçükçekmece,14000.0
Daire,2 + 1,65.0,35.0,3. Kat,Istanbul,Fatih,9250.0
Villa,3 + 1,150.0,15.0,,Istanbul,Çatalca,15000.0
Daire,2 + 1,75.0,105.0,2. Kat,Istanbul,Beyoğlu,25000.0
Daire,2 + 1,65.0,0.0,Ara Kat,Istanbul,Kartal,13000.0
Daire,5 + 1,500.0,10.0,4. Kat,Istanbul,Şişli,260000.0
Residence,2 + 1,85.0,0.0,6. Kat,Istanbul,Kağıthane,22000.0
Daire,1 + 1,65.0,2.0,3. Kat,Istanbul,Şişli,18000.0
Daire,2 + 1,115.0,4.0,7. Kat,Istanbul,Esenyurt,10000.0
Daire,3 + 1,130.0,15.0,Yüksek Giriş,Istanbul,Beykoz,4000.0
Daire,2 + 1,80.0,1.0,Ara Kat,Istanbul,Kağıthane,16000.0
Daire,1 + 1,75.0,0.0,Bahçe Katı,Istanbul,Beşiktaş,33000.0
Residence,1 + 1,100.0,0.0,3. Kat,Istanbul,Beşiktaş,60000.0
Daire,3 + 1,130.0,30.0,1. Kat,Istanbul,Fatih,13000.0
Yalı Dairesi,4 + 1,190.0,40.0,En Üst Kat,Istanbul,Adalar,380000.0
Daire,Stüdyo,50.0,3.0,5. Kat,Istanbul,Kağıthane,22999.0
Daire,3 + 1,300.0,1.0,2. Kat,Istanbul,Şişli,25000.0
Residence,1 + 1,150.0,11.0,21 ve üzeri,Istanbul,Kağıthane,50000.0
Daire,2 + 1,85.0,40.0,Ara Kat,Istanbul,Şişli,12500.0
Daire,1 + 1,65.0,2.0,4. Kat,Istanbul,Kağıthane,17750.0
Daire,1 + 1,73.0,5.0,10. Kat,Istanbul,Bahçelievler,15000.0
Daire,1 + 1,75.0,2.0,10. Kat,Istanbul,Küçükçekmece,18000.0
Villa,3 + 1,145.0,5.0,Bahçe Katı,Istanbul,Şile,15000.0
Daire,3 + 1,130.0,0.0,2. Kat,Istanbul,Büyükçekmece,15000.0
Daire,3 + 1,115.0,12.0,3. Kat,Istanbul,Şişli,15000.0
Daire,3 + 1,140.0,25.0,Ara Kat,Istanbul,Kadıköy,20000.0
Daire,Stüdyo,25.0,31.0,2. Kat,Istanbul,Üsküdar,2500.0
Daire,4 + 1,200.0,28.0,4. Kat,Istanbul,Zeytinburnu,15000.0
Daire,2 + 1,90.0,40.0,Giriş Katı,Istanbul,Beykoz,11000.0
Daire,2 + 1,87.0,40.0,3. Kat,Istanbul,Fatih,10000.0
Daire,2 + 1,70.0,30.0,Kot 2,Istanbul,Fatih,15000.0
Residence,2 + 1,285.0,5.0,4. Kat,Istanbul,Beşiktaş,98250.0
Villa,5 + 2,600.0,10.0,,Istanbul,Beykoz,95000.0
Daire,2 + 1,90.0,5.0,Bodrum,Istanbul,Sancaktepe,7000.0
Daire,1 + 1,75.0,2.0,10. Kat,Istanbul,Kağıthane,18500.0
Daire,1 + 1,70.0,22.0,Bahçe Katı,Istanbul,Beykoz,5000.0
Daire,Stüdyo,45.0,5.0,4. Kat,Istanbul,Esenyurt,6000.0
Daire,3 + 1,180.0,26.0,Giriş Katı,Istanbul,Beşiktaş,70000.0
Daire,2 + 1,90.0,1.0,5. Kat,Istanbul,Beşiktaş,45000.0
Residence,3 + 1,170.0,10.0,6. Kat,Istanbul,Sarıyer,57000.0
Daire,4 + 1,250.0,8.0,4. Kat,Istanbul,Bakırköy,75000.0
Residence,2 + 1,150.0,7.0,21 ve üzeri,Istanbul,Sarıyer,50000.0
Daire,2 + 1,90.0,21.0,1. Kat,Istanbul,Avcılar,7000.0
Daire,2 + 1,85.0,30.0,3. Kat,Istanbul,Fatih,12000.0
Daire,3 + 1,155.0,2.0,Ara Kat,Istanbul,Beylikdüzü,28000.0
Daire,2 + 1,90.0,30.0,En Üst Kat,Istanbul,Kadıköy,12000.0
Daire,2 + 1,80.0,43.0,Yüksek Giriş,Istanbul,Beşiktaş,15000.0
Daire,2 + 1,85.0,3.0,Giriş Katı,Istanbul,Beylikdüzü,7000.0
Daire,1 + 1,80.0,5.0,Bahçe Katı,Istanbul,Zeytinburnu,18500.0
Daire,3 + 1,150.0,27.0,Ara Kat,Istanbul,Bahçelievler,12500.0
Yalı,6 + 1,430.0,44.0,Bahçe Katı,Istanbul,Sarıyer,185000.0
Daire,2 + 1,95.0,26.0,4. Kat,Istanbul,Beşiktaş,25000.0
Daire,3 + 1,110.0,31.0,6. Kat,Istanbul,Şişli,16500.0
Daire,2 + 1,100.0,5.0,4. Kat,Istanbul,Şişli,12750.0
Daire,2 + 1,91.0,35.0,Giriş Katı,Istanbul,Beşiktaş,25000.0
Daire,2 + 1,90.0,17.0,Yüksek Giriş,Istanbul,Kağıthane,14000.0
Daire,3 + 1,115.0,35.0,Bahçe Katı,Istanbul,Sarıyer,55000.0
Residence,6 + 1,571.0,0.0,21 ve üzeri,Istanbul,Beşiktaş,380000.0
Daire,3 + 1,150.0,20.0,3. Kat,Istanbul,Kağıthane,6800.0
Daire,2 + 1,90.0,26.0,5. Kat,Istanbul,Küçükçekmece,8500.0
Residence,2 + 1,270.0,13.0,21 ve üzeri,Istanbul,Kağıthane,65000.0
Residence,3 + 1,168.0,6.0,21 ve üzeri,Istanbul,Sarıyer,40000.0
Daire,3 + 1,120.0,25.0,Bahçe Katı,Istanbul,Beşiktaş,20000.0
Daire,Stüdyo,41.0,5.0,21 ve üzeri,Istanbul,Esenyurt,5500.0
Daire,Stüdyo,25.0,40.0,2. Kat,Istanbul,Fatih,7000.0
Daire,2 + 1,100.0,3.0,Ara Kat,Istanbul,Kağıthane,30000.0
Daire,1 + 1,105.0,6.0,21 ve üzeri,Istanbul,Sarıyer,33000.0
Daire,1 + 1,65.0,5.0,2. Kat,Istanbul,Gaziosmanpaşa,15000.0
Daire,3 + 1,110.0,30.0,3. Kat,Istanbul,Şişli,15000.0
Daire,2 + 1,85.0,5.0,1. Kat,Istanbul,Şişli,13000.0
Residence,2 + 1,109.0,2.0,2. Kat,Istanbul,Esenyurt,8500.0
Daire,1 + 1,95.0,4.0,21 ve üzeri,Istanbul,Esenyurt,9000.0
Daire,3 + 1,140.0,0.0,1. Kat,Istanbul,Kadıköy,60000.0
Daire,2 + 1,75.0,3.0,2. Kat,Istanbul,Kadıköy,27000.0
Daire,2 + 1,120.0,4.0,2. Kat,Istanbul,Eyüpsultan,21000.0
Residence,5 + 1,260.0,45.0,Bahçe Katı,Istanbul,Beşiktaş,135000.0
Daire,2 + 1,75.0,31.0,3. Kat,Istanbul,Beyoğlu,18000.0
Müstakil Ev,1 + 1,130.0,30.0,,Istanbul,Beşiktaş,55000.0
Daire,3 + 1,144.0,26.0,1. Kat,Istanbul,Beşiktaş,34950.0
Daire,2 + 1,110.0,10.0,Yüksek Giriş,Istanbul,Şişli,23000.0
Daire,3 + 1,150.0,2.0,21 ve üzeri,Istanbul,Kartal,29500.0
Daire,2 + 1,103.0,0.0,6. Kat,Istanbul,Şişli,25000.0
Residence,1 + 1,85.0,5.0,6. Kat,Istanbul,Sarıyer,25000.0
Daire,1 + 1,75.0,5.0,Giriş Katı,Istanbul,Zeytinburnu,23000.0
Villa,5 + 1,350.0,30.0,,Istanbul,Bakırköy,32000.0
Daire,5 + 1,321.0,0.0,4. Kat,Istanbul,Eyüpsultan,135000.0
Daire,3 + 1,135.0,40.0,5. Kat,Istanbul,Fatih,12000.0
Daire,3 + 1,130.0,21.0,12. Kat,Istanbul,Zeytinburnu,25000.0
Daire,2 + 1,80.0,7.0,2. Kat,Istanbul,Eyüpsultan,13500.0
Daire,1 + 1,65.0,30.0,En Üst Kat,Istanbul,Kağıthane,9000.0
Daire,3 + 1,185.0,7.0,Ara Kat,Istanbul,Gaziosmanpaşa,25000.0
Residence,4 + 1,205.0,1.0,21 ve üzeri,Istanbul,Üsküdar,90000.0
Daire,2 + 1,80.0,40.0,2. Kat,Istanbul,Fatih,15000.0
Residence,Stüdyo,65.0,6.0,16. Kat,Istanbul,Sarıyer,16500.0
Daire,2 + 1,106.0,5.0,2. Kat,Istanbul,Bahçelievler,25000.0
Daire,1 + 1,81.0,0.0,11. Kat,Istanbul,Kağıthane,18700.0
Daire,1 + 1,75.0,26.0,3. Kat,Istanbul,Fatih,10000.0
Daire,1 + 1,95.0,10.0,Giriş Katı,Istanbul,Bayrampaşa,9000.0
Daire,2 + 1,90.0,3.0,19. Kat,Istanbul,Kartal,16000.0
Villa,6 + 2,450.0,29.0,,Istanbul,Bakırköy,60000.0
Daire,2 + 1,90.0,30.0,En Üst Kat,Istanbul,Şişli,25000.0
Residence,1 + 1,85.0,10.0,14. Kat,Istanbul,Sarıyer,22000.0
Daire,4 + 1,250.0,8.0,4. Kat,Istanbul,Bakırköy,75000.0
Daire,1 + 1,75.0,50.0,3. Kat,Istanbul,Beyoğlu,15000.0
Villa,4 + 1,240.0,21.0,Bahçe Katı,Istanbul,Sarıyer,65000.0
Daire,2 + 1,160.0,5.0,En Üst Kat,Istanbul,Kartal,25000.0
Daire,2 + 2,120.0,5.0,En Üst Kat,Istanbul,Beylikdüzü,22000.0
Daire,3 + 1,150.0,21.0,7. Kat,Istanbul,Beylikdüzü,10000.0
Daire,3 + 1,118.0,10.0,7. Kat,Istanbul,Avcılar,15000.0
Villa,8 + 3,600.0,25.0,,Istanbul,Beykoz,100000.0
Residence,3 + 1,180.0,3.0,8. Kat,Istanbul,Kağıthane,28000.0
Daire,Stüdyo,45.0,1.0,5. Kat,Istanbul,Kağıthane,16000.0
Daire,5 + 2,550.0,6.0,21 ve üzeri,Istanbul,Şişli,165000.0
Daire,1 + 1,81.0,10.0,7. Kat,Istanbul,Sarıyer,25000.0
Daire,Stüdyo,65.0,25.0,Ara Kat,Istanbul,Beykoz,9000.0
Daire,1 + 1,69.0,0.0,2. Kat,Istanbul,Kağıthane,27500.0
Daire,2 + 1,85.0,4.0,Yarı Bodrum,Istanbul,Şişli,12000.0
Daire,3 + 1,150.0,5.0,5. Kat,Istanbul,Şişli,95000.0
Daire,Stüdyo,40.0,4.0,6. Kat,Istanbul,Maltepe,13000.0
Residence,3 + 1,170.0,12.0,4. Kat,Istanbul,Sarıyer,40000.0
Residence,2 + 1,270.0,13.0,21 ve üzeri,Istanbul,Kağıthane,65000.0
Yalı,6 + 1,420.0,44.0,,Istanbul,Sarıyer,195000.0
Daire,Stüdyo,25.0,25.0,3. Kat,Istanbul,Fatih,7000.0
Daire,2 + 1,101.0,2.0,15. Kat,Istanbul,Sarıyer,30000.0
Daire,3 + 1,187.0,2.0,8. Kat,Istanbul,Sarıyer,39999.0
Daire,2 + 1,130.0,26.0,1. Kat,Istanbul,Beşiktaş,32000.0
Daire,3 + 1,170.0,35.0,Teras Katı,Istanbul,Beşiktaş,48000.0
Daire,1 + 1,60.0,15.0,En Üst Kat,Istanbul,Kağıthane,12000.0
Villa,5 + 2,380.0,3.0,Bahçe Katı,Istanbul,Beylikdüzü,50000.0
Daire,2 + 1,100.0,30.0,8. Kat,Istanbul,Kadıköy,14000.0
Daire,3 + 1,135.0,5.0,12. Kat,Istanbul,Bayrampaşa,30000.0
Residence,2 + 1,95.0,0.0,7. Kat,Istanbul,Beşiktaş,45000.0
Daire,1 + 1,90.0,25.0,1. Kat,Istanbul,Kağıthane,12000.0
Daire,1 + 1,65.0,30.0,2. Kat,Istanbul,Şişli,10000.0
Daire,1 + 1,55.0,21.0,2. Kat,Istanbul,Fatih,14000.0
Residence,1 + 1,125.0,10.0,6. Kat,Istanbul,Şişli,75000.0
Daire,3 + 1,130.0,6.0,3. Kat,Istanbul,Bahçelievler,3500.0
Daire,2 + 1,140.0,40.0,En Üst Kat,Istanbul,Beşiktaş,25000.0
Daire,1 + 1,70.0,5.0,7. Kat,Istanbul,Avcılar,9000.0
Daire,1 + 1,60.0,9.0,Kot 1,Istanbul,Kağıthane,9000.0
Daire,3 + 1,132.0,21.0,1. Kat,Istanbul,Beşiktaş,38950.0
Residence,1 + 1,50.0,4.0,6. Kat,Istanbul,Kağıthane,18000.0
Daire,3 + 1,165.0,21.0,6. Kat,Istanbul,Beşiktaş,39000.0
Daire,2 + 1,60.0,40.0,1. Kat,Istanbul,Fatih,12500.0
Daire,5 + 2,350.0,20.0,2. Kat,Istanbul,Bakırköy,100000.0
Daire,3 + 1,175.0,35.0,4. Kat,Istanbul,Beşiktaş,35000.0
Müstakil Ev,7 + 2,780.0,25.0,,Istanbul,Beşiktaş,150000.0
Daire,1 + 1,75.0,21.0,1. Kat,Istanbul,Şişli,24000.0
Daire,1 + 1,60.0,29.0,Bahçe Katı,Istanbul,Maltepe,5000.0
Daire,4 + 1,270.0,26.0,1. Kat,Istanbul,Sarıyer,130000.0
Daire,2 + 1,100.0,21.0,4. Kat,Istanbul,Zeytinburnu,12000.0
Daire,2 + 1,95.0,9.0,4. Kat,Istanbul,Şişli,17000.0
Daire,1 + 1,52.0,2.0,Yüksek Giriş,Istanbul,Kağıthane,10000.0
Residence,1 + 1,73.0,5.0,12. Kat,Istanbul,Bahçelievler,15000.0
Daire,4 + 1,250.0,0.0,2. Kat,Istanbul,Bakırköy,65000.0
Daire,2 + 1,80.0,0.0,4. Kat,Istanbul,Şişli,14000.0
Residence,2 + 1,230.0,0.0,6. Kat,Istanbul,Beşiktaş,80000.0
Daire,3 + 1,170.0,10.0,Ara Kat,Istanbul,Sarıyer,50000.0
Daire,Stüdyo,68.0,5.0,4. Kat,Istanbul,Kadıköy,10000.0
Daire,2 + 1,120.0,31.0,Yüksek Giriş,Istanbul,Beyoğlu,26000.0
Villa,5 + 1,500.0,10.0,,Istanbul,Büyükçekmece,35000.0
Daire,Stüdyo,45.0,5.0,Ara Kat,Istanbul,Kartal,12500.0
Daire,1 + 1,55.0,1.0,2. Kat,Istanbul,Kadıköy,22000.0
Daire,2 + 1,110.0,40.0,2. Kat,Istanbul,Bakırköy,9500.0
Daire,3 + 1,145.0,3.0,Ara Kat,Istanbul,Beylikdüzü,30000.0
Daire,3 + 1,150.0,11.0,8. Kat,Istanbul,Başakşehir,18500.0
Daire,2 + 1,80.0,4.0,4. Kat,Istanbul,Ataşehir,18000.0
Daire,3 + 1,180.0,1.0,6. Kat,Istanbul,Kağıthane,40000.0
Daire,1 + 1,50.0,25.0,Yarı Bodrum,Istanbul,Avcılar,7000.0
Residence,1 + 1,75.0,2.0,11. Kat,Istanbul,Sarıyer,22000.0
Daire,1 + 1,70.0,35.0,3. Kat,Istanbul,Şişli,22500.0
Daire,1 + 1,65.0,0.0,1. Kat,Istanbul,Şişli,21000.0
Daire,4 + 2,220.0,25.0,2. Kat,Istanbul,Beyoğlu,40000.0
Daire,3 + 1,135.0,11.0,11. Kat,Istanbul,Ataşehir,37000.0
Daire,2 + 2,200.0,2.0,4. Kat,Istanbul,Beylikdüzü,16000.0
Daire,2 + 1,125.0,7.0,Ara Kat,Istanbul,Gaziosmanpaşa,22000.0
Daire,1 + 1,80.0,30.0,1. Kat,Istanbul,Ümraniye,8000.0
Daire,3 + 1,120.0,26.0,Yüksek Giriş,Istanbul,Kadıköy,30000.0
Daire,1 + 1,70.0,30.0,Yüksek Giriş,Istanbul,Maltepe,12000.0
Daire,4 + 1,300.0,21.0,3. Kat,Istanbul,Şişli,90000.0
Daire,Stüdyo,30.0,50.0,3. Kat,Istanbul,Beyoğlu,10000.0
Daire,2 + 1,110.0,30.0,Bahçe Katı,Istanbul,Bakırköy,28000.0
Daire,2 + 1,65.0,26.0,1. Kat,Istanbul,Sarıyer,10500.0
Daire,3 + 1,130.0,0.0,Ara Kat,Istanbul,Beylikdüzü,12000.0
Daire,2 + 1,80.0,4.0,3. Kat,Istanbul,Şişli,13000.0
Villa,4 + 1,300.0,11.0,,Istanbul,Beykoz,75000.0
Daire,2 + 1,100.0,35.0,3. Kat,Istanbul,Beyoğlu,18000.0
Daire,4 + 1,280.0,25.0,Bahçe Katı,Istanbul,Beşiktaş,100000.0
Residence,1 + 1,100.0,4.0,20. Kat,Istanbul,Şişli,30000.0
Daire,3 + 1,187.0,4.0,21 ve üzeri,Istanbul,Sarıyer,45000.0
Daire,1 + 1,60.0,11.0,19. Kat,Istanbul,Kağıthane,23490.0
Daire,2 + 1,70.0,30.0,1. Kat,Istanbul,Beşiktaş,26000.0
Daire,2 + 1,146.0,5.0,8. Kat,Istanbul,Esenyurt,13500.0
Daire,2 + 1,85.0,30.0,Yüksek Giriş,Istanbul,Maltepe,16000.0
Residence,1 + 1,95.0,5.0,5. Kat,Istanbul,Güngören,25000.0
Daire,1 + 1,90.0,10.0,5. Kat,Istanbul,Esenyurt,7500.0
Daire,2 + 1,70.0,5.0,Yüksek Giriş,Istanbul,Kağıthane,11000.0
Villa,6 + 2,550.0,17.0,,Istanbul,Sarıyer,105000.0
Residence,1 + 1,50.0,4.0,6. Kat,Istanbul,Kağıthane,18000.0
Daire,3 + 1,140.0,0.0,1. Kat,Istanbul,Kadıköy,60000.0
Daire,2 + 1,85.0,10.0,2. Kat,Istanbul,Şişli,16000.0
Daire,1 + 1,100.0,0.0,2. Kat,Istanbul,Beylikdüzü,8500.0
Daire,1 + 1,35.0,35.0,Zemin,Istanbul,Sarıyer,9000.0
Daire,3 + 1,100.0,8.0,Yüksek Giriş,Istanbul,Şişli,20000.0
Daire,3 + 1,130.0,16.0,Giriş Katı,Istanbul,Maltepe,29000.0
Daire,3 + 1,260.0,1.0,6. Kat,Istanbul,Şişli,130000.0
Daire,1 + 1,85.0,5.0,6. Kat,Istanbul,Sarıyer,25000.0
Daire,2 + 1,85.0,11.0,Ara Kat,Istanbul,Şişli,23000.0
Villa,7 + 2,650.0,28.0,,Istanbul,Eyüpsultan,390000.0
Daire,2 + 1,75.0,25.0,Yüksek Giriş,Istanbul,Beşiktaş,22000.0
Daire,2 + 1,75.0,0.0,Bahçe Katı,Istanbul,Şişli,11000.0
Residence,3 + 1,170.0,10.0,Ara Kat,Istanbul,Sarıyer,55000.0
Daire,1 + 1,90.0,5.0,Ara Kat,Istanbul,Kartal,23500.0
Daire,3 + 1,127.0,5.0,4. Kat,Istanbul,Esenyurt,9500.0
Residence,1 + 1,90.0,5.0,21 ve üzeri,Istanbul,Şişli,25000.0
Daire,5 + 1,145.0,3.0,4. Kat,Istanbul,Kağıthane,15000.0
Residence,2 + 1,100.0,5.0,10. Kat,Istanbul,Kağıthane,25000.0
Villa,4 + 1,200.0,5.0,,Istanbul,Beylikdüzü,26000.0
Daire,Stüdyo,45.0,1.0,5. Kat,Istanbul,Kağıthane,25000.0
Daire,1 + 1,80.0,9.0,20. Kat,Istanbul,Esenyurt,6500.0
Daire,1 + 1,60.0,15.0,En Üst Kat,Istanbul,Kağıthane,12000.0
Residence,2 + 1,146.0,5.0,18. Kat,Istanbul,Şişli,60000.0
Daire,1 + 1,58.0,35.0,3. Kat,Istanbul,Fatih,9500.0
Residence,2 + 1,110.0,5.0,2. Kat,Istanbul,Bahçelievler,20000.0
Villa,3 + 1,380.0,10.0,,Istanbul,Beykoz,35000.0
Daire,1 + 1,70.0,35.0,4. Kat,Istanbul,Şişli,22500.0
Daire,2 + 1,85.0,5.0,Giriş Katı,Istanbul,Şişli,29000.0
Residence,2 + 1,140.0,2.0,21 ve üzeri,Istanbul,Şişli,60000.0
Daire,Stüdyo,50.0,4.0,7. Kat,Istanbul,Esenyurt,6000.0
Daire,1 + 1,60.0,0.0,2. Kat,Istanbul,Kağıthane,20000.0
Daire,1 + 1,60.0,4.0,2. Kat,Istanbul,Fatih,15000.0
Daire,4 + 1,250.0,6.0,4. Kat,Istanbul,Bakırköy,75000.0
Daire,2 + 1,80.0,24.0,2. Kat,Istanbul,Maltepe,15000.0
Daire,4 + 1,240.0,24.0,2. Kat,Istanbul,Bakırköy,46000.0
Residence,2 + 1,123.0,7.0,5. Kat,Istanbul,Kağıthane,22500.0
Daire,2 + 1,87.0,12.0,Ara Kat,Istanbul,Başakşehir,13500.0
Residence,1 + 1,125.0,4.0,17. Kat,Istanbul,Şişli,55000.0
Daire,3 + 1,125.0,50.0,3. Kat,Istanbul,Beyoğlu,25000.0
Daire,3 + 1,220.0,2.0,21 ve üzeri,Istanbul,Sarıyer,40000.0
Daire,1 + 1,55.0,45.0,Ara Kat,Istanbul,Adalar,45000.0
Daire,2 + 1,80.0,40.0,2. Kat,Istanbul,Beyoğlu,12000.0
Daire,2 + 1,65.0,25.0,3. Kat,Istanbul,Kadıköy,15500.0
Daire,2 + 1,80.0,16.0,Yüksek Giriş,Istanbul,Zeytinburnu,12000.0
Daire,2 + 1,90.0,30.0,4. Kat,Istanbul,Beşiktaş,13500.0
Daire,2 + 1,90.0,5.0,Zemin,Istanbul,Eyüpsultan,9000.0
Daire,2 + 1,100.0,40.0,4. Kat,Istanbul,Beşiktaş,17500.0
Residence,1 + 1,100.0,5.0,21 ve üzeri,Istanbul,Şişli,50000.0
Daire,1 + 1,76.0,6.0,11. Kat,Istanbul,Gaziosmanpaşa,12000.0
Yalı,7 + 1,550.0,99.0,Bahçe Katı,Istanbul,Sarıyer,150000.0
Daire,3 + 1,100.0,5.0,1. Kat,Istanbul,Eyüpsultan,13250.0
Villa,4 + 1,300.0,10.0,,Istanbul,Beykoz,85000.0
Daire,1 + 1,69.0,5.0,7. Kat,Istanbul,Kağıthane,20300.0
Residence,1 + 1,50.0,4.0,6. Kat,Istanbul,Kağıthane,18000.0
Daire,2 + 1,140.0,18.0,18. Kat,Istanbul,Başakşehir,14000.0
Residence,1 + 1,80.0,5.0,4. Kat,Istanbul,Zeytinburnu,4000000.0
Daire,2 + 1,85.0,31.0,Yüksek Giriş,Istanbul,Fatih,15000.0
Daire,2 + 1,90.0,21.0,4. Kat,Istanbul,Büyükçekmece,6500.0
Daire,3 + 1,160.0,4.0,Ara Kat,Istanbul,Beylikdüzü,15000.0
Daire,3 + 1,130.0,35.0,Yüksek Giriş,Istanbul,Kağıthane,13000.0
Residence,1 + 1,98.0,4.0,11. Kat,Istanbul,Sarıyer,30000.0
Daire,2 + 1,90.0,25.0,1. Kat,Istanbul,Fatih,12000.0
Residence,3 + 1,160.0,11.0,21 ve üzeri,Istanbul,Zeytinburnu,50000.0
Daire,2 + 1,85.0,36.0,3. Kat,Istanbul,Fatih,8000.0
